,attack,model,accuracy,f1
0,Bot.csv,DecisionTree,0.9992739579811212,0.9984032810454976
1,DDoS.csv,DecisionTree,0.999270946191773,0.9983966624437938
2,DoS GoldenEye.csv,DecisionTree,0.9992711469777296,0.9983971033051464
3,DoS Hulk.csv,DecisionTree,0.9992725524794256,0.9984001907583748
4,DoS Slowhttptest.csv,DecisionTree,0.9992737571951648,0.9984028359486876
5,DoS slowloris.csv,DecisionTree,0.9992721509075124,0.9983993146859014
6,FTP-Patator.csv,DecisionTree,0.9992725524794256,0.9984001935840828
7,Heartbleed.csv,DecisionTree,0.9992735564092082,0.9984024007262938
8,Infiltration.csv,DecisionTree,0.9992721509075124,0.998399316099524
9,PortScan.csv,DecisionTree,0.9992729540513384,0.9984010738989996
10,SSH-Patator.csv,DecisionTree,0.9992721509075124,0.9983993076177504
11,Web Attack-Brute Force.csv,DecisionTree,0.9992715485496428,0.9983979807846008
12,Web Attack-Sql Injection.csv,DecisionTree,0.9992721509075124,0.9983993104450184
13,Web Attack-XSS.csv,DecisionTree,0.9992735564092082,0.9984023993153897
